type,href,name,last_name,number,date_of_birth,place_of_birth/country,place_of_birth/city,age,height,citizenship,position,image_url,current_club/href,national_team,foot,current_market_value_start,current_market_value_end,code
player,/oscar-plano/profil/spieler/221309,Óscar,Plano,#7,"Feb 11, 1991",Spain,Móstoles  ,32,"1,79 m",Spain,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/221309-1541147650.jpg?lm=1,/elche-cf/startseite/verein/,,both,2.50,m,oscar-plano
player,/gonzalo-plata/profil/spieler/592735,Gonzalo,Plata,#19,"Nov 1, 2000",Ecuador,Guayaquil  ,23,"1,78 m",Ecuador,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/592735-1582726152.jpg?lm=1,/al-sadd-sc/startseite/verein/,,left,5.00,m,gonzalo-plata
player,/tunde-akinsola/profil/spieler/924447,Tunde,Akinsola,#36,"Mar 10, 2003",Nigeria,Lagos  ,20,"1,75 m",Nigeria,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/real-valladolid-cf/startseite/verein/,,both,50,k,tunde-akinsola
player,/kenedy/profil/spieler/281404,,Kenedy,#24,"Feb 8, 1996",Brazil,Santa Rita do Sapucaí  ,27,"1,80 m",Brazil,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/281404-1455120897.jpg?lm=1,/real-valladolid-cf/startseite/verein/,,left,1.50,m,kenedy
player,/toni-villa/profil/spieler/337066,Toni,Villa,#19,"Jan 7, 1995",Spain,Lorquí  ,28,"1,72 m",Spain,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/337066-1541147987.jpg?lm=1,/girona-fc/startseite/verein/,,right,2.50,m,toni-villa
player,/fernando-pacheco/profil/spieler/172015,Fernando,Pacheco,#13,"May 18, 1992",Spain,Badajoz  ,31,"1,87 m",Spain,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/172015-1647529834.jpg?lm=1,/rcd-espanyol-barcelona/startseite/verein/,,left,2.50,m,fernando-pacheco
player,/angel-rodriguez/profil/spieler/51510,Ángel,Rodríguez,#9,"Apr 26, 1987",Spain,Santa Cruz de Tenerife  ,36,"1,71 m",Spain,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/51510-1697221261.jpg?lm=1,/cd-tenerife/startseite/verein/,,right,600,k,angel-rodriguez
player,/abdon-prats/profil/spieler/177452,Abdón,Prats,#9,"Dec 7, 1992",Spain,Artà  ,30,"1,81 m",Spain,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/177452-1696950061.jpg?lm=1,/rcd-mallorca/startseite/verein/,,left,2.00,m,abdon-prats
player,/tino-kadewere/profil/spieler/384060,Tino,Kadewere,#11,"Jan 5, 1996",Zimbabwe,Harare  ,27,"1,83 m",Zimbabwe,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/384060-1640776127.jpg?lm=1,/olympique-lyon/startseite/verein/,Zimbabwe,right,3.00,m,tino-kadewere
player,/vedat-muriqi/profil/spieler/256267,Vedat,Muriqi,#7,"Apr 24, 1994",Yugoslavia (Republic),Prizren  ,29,"1,94 m",Kosovo,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/256267-1627914833.jpg?lm=1,/rcd-mallorca/startseite/verein/,Kosovo,left,15.00,m,vedat-muriqi
player,/tofol-montiel/profil/spieler/573979,Tòfol,Montiel,#7,"Apr 11, 2000",Spain,Palma de Mallorca  ,23,"1,78 m",Spain,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/573979-1644937498.jpg?lm=1,/ud-alzira/startseite/verein/,,left,150,k,tofol-montiel
player,/javi-llabres/profil/spieler/706138,Javi,Llabrés,#19,"Sep 11, 2002",Spain,Binissalem  ,21,"1,74 m",Spain,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/706138-1697659684.jpg?lm=1,/rcd-mallorca/startseite/verein/,,both,300,k,javi-llabres
player,/lago-junior/profil/spieler/100722,Lago,Júnior,#20,"Dec 31, 1990",Cote d'Ivoire,Yamoussoukro  ,32,"1,80 m",Cote d'Ivoire,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/100722-1583332916.jpg?lm=1,/racing-santander/startseite/verein/,,right,900,k,lago-junior
player,/amath-ndiaye/profil/spieler/339820,Amath,Ndiaye,#23,"Jul 16, 1996",Senegal,Dakar  ,27,"1,73 m",Senegal,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/339820-1510233284.jpg?lm=1,/rcd-mallorca/startseite/verein/,,right,1.50,m,amath-ndiaye
player,/dani-rodriguez/profil/spieler/139435,Dani,Rodríguez,#14,"Jun 6, 1988",Spain,Betanzos  ,35,"1,78 m",Spain,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/139435-1583332711.jpg?lm=1,/rcd-mallorca/startseite/verein/,,right,1.20,m,dani-rodriguez
player,/kang-in-lee/profil/spieler/557149,Kang-in,Lee,#19,"Feb 19, 2001","Korea, South",Incheon  ,22,"1,73 m","Korea, South",midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/557149-1682694618.jpg?lm=1,/paris-saint-germain/startseite/verein/,South Korea,left,22.00,m,kang-in-lee
player,/ruben-quintanilla/profil/spieler/1056655,Rubén,Quintanilla,#6,"Apr 3, 2002",Spain,Barcelona  ,21,,Spain,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/rcd-mallorca-b/startseite/verein/,,,25,k,ruben-quintanilla
player,/luis-montiel/profil/spieler/947439,Luis,Montiel,#8,"Jan 19, 2004",Spain,Palma de Mallorca  ,19,,Spain,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/rcd-mallorca-b/startseite/verein/,,,25,k,luis-montiel
player,/miquel-llabres/profil/spieler/632497,Miquel,Llabrés,#10,"Jan 28, 2000",,,23,,Spain,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/ce-andratx/startseite/verein/,,,150,k,miquel-llabres
player,/clement-grenier/profil/spieler/72479,Clément,Grenier,#19,"Jan 7, 1991",France,Annonay  ,32,"1,86 m",France,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/72479-1448019011.jpg?lm=1,/racing-santander/startseite/verein/,,right,800,k,clement-grenier
player,/marciano-sanca/profil/spieler/1013774,Marciano,Sanca,#15,"Mar 3, 2004",,,19,"1,80 m",Guinea-Bissau,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/ud-almeria-b/startseite/verein/,Guinea-Bissau,,,,marciano-sanca
player,/dyego-sousa/profil/spieler/157036,Dyego,Sousa,#11,"Sep 14, 1989",Brazil,São José de Ribamar  ,34,"1,89 m",Portugal,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/157036-1581679495.jpg?lm=1,/ad-alcorcon/startseite/verein/,,right,800,k,dyego-sousa
player,/marko-milovanovic/profil/spieler/845568,Marko,Milovanovic,#29,"Aug 4, 2003",Serbia and Montenegro,Smederevo  ,20,"1,94 m",Serbia,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/845568-1643642696.jpg?lm=1,/ud-almeria/startseite/verein/,,right,1.00,m,marko-milovanovic
player,/leo-baptistao/profil/spieler/221899,,Léo Baptistão,#12,"Aug 26, 1992",Brazil,Santos  ,31,"1,83 m",Brazil,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/221899-1447255084.jpg?lm=1,/ud-almeria/startseite/verein/,,right,1.80,m,leo-baptistao
player,/luis-suarez/profil/spieler/424784,Luis,Suárez,#9,"Dec 2, 1997",Colombia,Santa Marta  ,25,"1,81 m",Colombia,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/424784-1666815551.jpg?lm=1,/ud-almeria/startseite/verein/,,right,8.00,m,luis-suarez
player,/el-bilal-toure/profil/spieler/649016,El Bilal,Touré,#10,"Oct 3, 2001",Cote d'Ivoire,Adjamé  ,22,"1,85 m",Mali,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/649016-1690782316.jpg?lm=1,/atalanta-bc/startseite/verein/,,both,20.00,m,el-bilal-toure
player,/umar-sadiq/profil/spieler/337715,Umar,Sadiq,#19,"Feb 2, 1997",Nigeria,Kaduna  ,26,"1,91 m",Nigeria,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/337715-1662411813.jpg?lm=1,/real-sociedad/startseite/verein/,Nigeria,right,16.00,m,umar-sadiq
player,/carlos-rojas/profil/spieler/628473,Carlos,Rojas,#18,"Apr 18, 2002",Spain,Cuenca  ,21,"1,76 m",Spain,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/628473-1666244652.JPG?lm=1,/real-murcia-cf/startseite/verein/,,,100,k,carlos-rojas
player,/arvin-appiah/profil/spieler/433257,Arvin,Appiah,#30,"Jan 5, 2001",Netherlands,Amsterdam  ,22,"1,77 m",England,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/433257-1544622521.jpg?lm=1,/rotherham-united/startseite/verein/,,left,500,k,arvin-appiah
player,/curro-sanchez/profil/spieler/208116,Curro,Sánchez,#16,"Jan 3, 1996",Spain,La Palma del Condado  ,27,"1,76 m",Spain,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/208116-1675801826.jpg?lm=1,/burgos-cf/startseite/verein/,,left,1.50,m,curro-sanchez
player,/francisco-portillo/profil/spieler/138803,Francisco,Portillo,#7,"Jun 13, 1990",Spain,Málaga  ,33,"1,69 m",Spain,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/138803-1447257232.jpg?lm=1,/cd-leganes/startseite/verein/,,right,1.00,m,francisco-portillo
player,/adrian-embarba/profil/spieler/288318,Adrián,Embarba,#10,"May 7, 1992",Spain,Madrid  ,31,"1,73 m",Spain,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/288318-1583506487.jpg?lm=1,/ud-almeria/startseite/verein/,,right,2.50,m,adrian-embarba
player,/jose-carlos-lazo/profil/spieler/282410,José Carlos,Lazo,#16,"Feb 16, 1996",Spain,Sanlúcar de Barrameda  ,27,"1,78 m",Spain,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/282410-1448531172.jpg?lm=1,/rcd-espanyol-barcelona/startseite/verein/,,both,2.50,m,jose-carlos-lazo
player,/lazaro/profil/spieler/574772,,Lázaro,#14,"Mar 12, 2002",Brazil,Belo Horizonte  ,21,"1,81 m",Brazil,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/574772-1574058091.jpg?lm=1,/ud-almeria/startseite/verein/,,right,4.00,m,lazaro
player,/largie-ramazani/profil/spieler/518644,Largie,Ramazani,#7,"Feb 27, 2001",Belgium,Berchem-Sainte-Agathe  ,22,"1,68 m",Belgium,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/518644-1692367509.jpg?lm=1,/ud-almeria/startseite/verein/,,right,6.00,m,largie-ramazani
player,/marcos-pena/profil/spieler/1064121,Marcos,Peña,#23,"Jan 22, 2005",Spain,Almería  ,18,,Spain,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/ud-almeria-b/startseite/verein/,,,,,marcos-pena
player,/martin-svidersky/profil/spieler/630523,Martin,Svidersky,,"Oct 4, 2002",Slovakia,Vranov nad Topľou  ,21,"1,84 m",Slovakia,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/630523-1633945267.jpg?lm=1,/ud-almeria-b/startseite/verein/,,left,500,k,martin-svidersky
player,/cesar-de-la-hoz/profil/spieler/226261,César,de la Hoz,#16,"Mar 30, 1992",Spain,Orejo  ,31,"1,79 m",Spain,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/226261-1688219646.jpg?lm=1,/real-valladolid-cf/startseite/verein/,,right,1.20,m,cesar-de-la-hoz
player,/gui-guedes/profil/spieler/696506,Gui,Guedes,#96,"Apr 17, 2002",Portugal,Santa Marta de Penaguião  ,21,"1,84 m",Portugal,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/696506-1631003716.jpg?lm=1,/fc-porto-b/startseite/verein/,,right,1.20,m,gui-guedes
player,/arnau-puigmal/profil/spieler/536030,Arnau,Puigmal,#8,"Jan 10, 2001",Spain,Barcelona  ,22,"1,73 m",Spain,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/536030-1605103488.jpg?lm=1,/ud-almeria/startseite/verein/,,right,2.00,m,arnau-puigmal
player,/gonzalo-melero/profil/spieler/162056,Gonzalo,Melero,#11,"Jan 2, 1994",Spain,Madrid  ,29,"1,83 m",Spain,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/162056-1537291216.jpg?lm=1,/ud-almeria/startseite/verein/,,right,3.00,m,gonzalo-melero
player,/lucas-robertone/profil/spieler/457221,Lucas,Robertone,#5,"Mar 18, 1997",Argentina,Concordia  ,26,"1,69 m",Argentina,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/457221-1682434164.jpg?lm=1,/ud-almeria/startseite/verein/,,right,7.00,m,lucas-robertone
player,/inigo-eguaras/profil/spieler/89731,Iñigo,Eguaras,,"Mar 7, 1992",Spain,Antsoain  ,31,"1,81 m",Spain,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/89731-1574952841.jpg?lm=1,/without-club/startseite/verein/,,right,800,k,inigo-eguaras
player,/samu-costa/profil/spieler/657430,Samú,Costa,#12,"Nov 27, 2000",Portugal,Aveiro  ,22,"1,85 m",Portugal,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/657430-1624028681.jpg?lm=1,/rcd-mallorca/startseite/verein/,,left,5.00,m,samu-costa
player,/houboulang-mendes/profil/spieler/442552,Houboulang,Mendes,#24,"May 4, 1998",France,Courcouronnes  ,25,"1,85 m",Guinea-Bissau,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/442552-1599767815.jpg?lm=1,/ud-almeria/startseite/verein/,Guinea-Bissau,right,1.50,m,houboulang-mendes
player,/alejandro-pozo/profil/spieler/341272,Alejandro,Pozo,#17,"Feb 22, 1999",Spain,Huévar del Aljarafe  ,24,"1,72 m",Spain,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/341272-1681310437.jpg?lm=1,/ud-almeria/startseite/verein/,,right,3.00,m,alejandro-pozo
player,/alex-centelles/profil/spieler/423443,Álex,Centelles,#20,"Aug 30, 1999",Spain,Valencia  ,24,"1,85 m",Spain,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/423443-1561989012.jpg?lm=1,/ud-almeria/startseite/verein/,,left,1.50,m,alex-centelles
player,/sergio-akieme/profil/spieler/355627,Sergio,Akieme,#15,"Dec 16, 1997",Spain,Madrid  ,25,"1,72 m",Spain,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/355627-1541150356.jpg?lm=1,/ud-almeria/startseite/verein/,,left,8.00,m,sergio-akieme
player,/chumi/profil/spieler/333361,,Chumi,#21,"Mar 2, 1999",Spain,Laracha  ,24,"1,83 m",Spain,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/333361-1645604612.jpg?lm=1,/ud-almeria/startseite/verein/,,right,2.00,m,chumi
player,/rodrigo-ely/profil/spieler/176140,Rodrigo,Ely,#5,"Nov 3, 1993",Brazil,Lajeado  ,30,"1,88 m",Brazil,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/176140-1448982160.jpg?lm=1,/gremio-foot-ball-porto-alegrense/startseite/verein/,,right,3.00,m,rodrigo-ely
player,/kaiky/profil/spieler/743589,,Kaiky,#2,"Jan 12, 2004",Brazil,Santos  ,19,"1,82 m",Brazil,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/743589-1681478904.jpg?lm=1,/ud-almeria/startseite/verein/,,right,3.00,m,kaiky
player,/srdjan-babic/profil/spieler/222805,Srdjan,Babic,#6,"Apr 22, 1996",Bosnia-Herzegovina,Banja Luka  ,27,"1,94 m",Serbia,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/222805-1692623538.png?lm=1,/spartak-moscow/startseite/verein/,Serbia,left,4.00,m,srdjan-babic
player,/diego-fuoli/profil/spieler/531274,Diego,Fuoli,#1,"Oct 20, 1997",Spain,Zaragoza  ,26,"1,88 m",Spain,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/531274-1677267789.png?lm=1,/san-fernando-cd/startseite/verein/,,right,200,k,diego-fuoli
player,/diego-marino/profil/spieler/59349,Diego,Mariño,#1,"May 9, 1990",Spain,Vigo  ,33,"1,85 m",Spain,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/59349-1664288504.jpg?lm=1,/ud-almeria/startseite/verein/,,right,300,k,diego-marino
player,/fernando-martinez/profil/spieler/81997,Fernando,Martínez,#13,"Jun 10, 1990",Spain,Murcia  ,33,"1,83 m",Spain,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/81997-1588059525.jpg?lm=1,/ud-almeria/startseite/verein/,,right,1.50,m,fernando-martinez
player,/antonio-sanchez/profil/spieler/513031,Antonio,Sánchez,#18,"Apr 22, 1997",Spain,Palma de Mallorca  ,26,"1,79 m",Spain,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/513031-1576533215.jpg?lm=1,/rcd-mallorca/startseite/verein/,,right,2.50,m,antonio-sanchez
player,/iddrisu-baba/profil/spieler/442805,Iddrisu,Baba,#4,"Jan 22, 1996",Ghana,Accra  ,27,"1,82 m",Ghana,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/442805-1568028870.jpg?lm=1,/ud-almeria/startseite/verein/,,right,2.50,m,iddrisu-baba
player,/inigo-ruiz-de-galarreta/profil/spieler/126751,Iñigo,Ruiz de Galarreta,#16,"Aug 6, 1993",Spain,Donostia-San Sebastián  ,30,"1,75 m",Spain,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/126751-1447152148.jpg?lm=1,/athletic-bilbao/startseite/verein/,,right,3.00,m,inigo-ruiz-de-galarreta
player,/manu-morlanes/profil/spieler/335225,Manu,Morlanes,#8,"Jan 12, 1999",Spain,Zaragoza  ,24,"1,78 m",Spain,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/335225-1552044533.jpg?lm=1,/rcd-mallorca/startseite/verein/,,right,2.50,m,manu-morlanes
player,/rodrigo-battaglia/profil/spieler/89297,Rodrigo,Battaglia,#21,"Jul 12, 1991",Argentina,Morón  ,32,"1,87 m",Argentina,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/89297-1548509996.jpg?lm=1,/clube-atletico-mineiro/startseite/verein/,,right,1.50,m,rodrigo-battaglia
player,/miguelito/profil/spieler/632498,,Miguelito,#10,"Jan 12, 2001",Spain,Palma de Mallorca  ,22,,Spain,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/rcd-mallorca-b/startseite/verein/,,,50,k,miguelito
player,/giovanni-gonzalez/profil/spieler/339699,Giovanni,González,#20,"Sep 20, 1994",Uruguay,Montevideo  ,29,"1,78 m",Uruguay,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/339699-1581881312.png?lm=1,/rcd-mallorca/startseite/verein/,,right,2.00,m,giovanni-gonzalez
player,/pablo-maffeo/profil/spieler/251876,Pablo,Maffeo,#15,"Jul 12, 1997",Spain,Sant Joan Despí  ,26,"1,72 m",Argentina,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/251876-1699449290.jpg?lm=1,/rcd-mallorca/startseite/verein/,Argentina,right,8.00,m,pablo-maffeo
player,/marcos-fernandez/profil/spieler/947432,Marcos,Fernández,#3,"Jul 17, 2003",Spain,Andratx  ,20,,Spain,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/rcd-mallorca-b/startseite/verein/,,,25,k,marcos-fernandez
player,/jaume-costa/profil/spieler/65318,Jaume,Costa,#11,"Mar 18, 1988",Spain,Valencia  ,35,"1,71 m",Spain,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/65318-1447255198.jpg?lm=1,/rcd-mallorca/startseite/verein/,,left,1.20,m,jaume-costa
player,/braian-cufre/profil/spieler/401521,Braian,Cufré,#3,"Dec 15, 1996",Argentina,Mar de Plata  ,26,"1,78 m",Argentina,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/401521-1678634245.jpg?lm=1,/new-york-city-fc/startseite/verein/,,left,1.50,m,braian-cufre
player,/ludwig-augustinsson/profil/spieler/170646,Ludwig,Augustinsson,#15,"Apr 21, 1994",Sweden,Stockholm  ,29,"1,81 m",Sweden,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/170646-1693900836.jpg?lm=1,/rsc-anderlecht/startseite/verein/,Sweden,left,2.50,m,ludwig-augustinsson
player,/josep-gaya/profil/spieler/632495,Josep,Gayá,#24,"Jul 7, 2000",Spain,Palma de Mallorca  ,23,,Spain,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/sd-amorebieta/startseite/verein/,,,100,k,josep-gaya
player,/benjamin-garay/profil/spieler/537760,Benjamín,Garay,#19,"Apr 19, 2000",Argentina,Rosario  ,23,"1,83 m",Argentina,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/pontevedra-cf/startseite/verein/,,right,150,k,benjamin-garay
player,/franco-russo/profil/spieler/378463,Franco,Russo,#22,"Oct 25, 1994",Argentina,Buenos Aires  ,29,"1,86 m",Argentina,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/378463-1676746775.png?lm=1,/ludogorets-razgrad/startseite/verein/,,right,1.00,m,franco-russo
player,/matija-nastasic/profil/spieler/143559,Matija,Nastasic,#2,"Mar 28, 1993",Yugoslavia (Republic),Valjevo  ,30,"1,88 m",Serbia,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/143559-1531813376.jpg?lm=1,/rcd-mallorca/startseite/verein/,,left,1.50,m,matija-nastasic
player,/dennis-hadzikadunic/profil/spieler/322065,Dennis,Hadzikadunic,#5,"Jul 9, 1998",Sweden,Malmö  ,25,"1,91 m",Bosnia-Herzegovina,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/322065-1696403647.jpg?lm=1,/hamburger-sv/startseite/verein/,Bosnia,right,3.00,m,dennis-hadzikadunic
player,/jose-copete/profil/spieler/520840,José,Copete,#6,"Oct 10, 1999",Spain,Écija  ,24,"1,90 m",Spain,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/520840-1674915512.JPG?lm=1,/rcd-mallorca/startseite/verein/,,left,3.00,m,jose-copete
player,/antonio-raillo/profil/spieler/278296,Antonio,Raíllo,#21,"Oct 8, 1991",Spain,Córdoba  ,32,"1,87 m",Spain,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/278296-1447228780.jpg?lm=1,/rcd-mallorca/startseite/verein/,,,2.50,m,antonio-raillo
player,/martin-valjent/profil/spieler/277384,Martin,Valjent,#24,"Dec 11, 1995",Slovakia,Dubnica nad Váhom  ,27,"1,87 m",Slovakia,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/277384-1568027892.jpg?lm=1,/rcd-mallorca/startseite/verein/,,right,4.50,m,martin-valjent
player,/pere-garcia/profil/spieler/632913,Pere,García,#24,"Mar 22, 2002",Spain,Ca'n Picafort​  ,21,"1,93 m",Spain,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/sestao-river/startseite/verein/,,right,50,k,pere-garcia
player,/leo-roman/profil/spieler/562742,Leo,Román,#31,"Jul 6, 2000",Spain,Ibiza  ,23,"1,89 m",Spain,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/562742-1648453168.jpg?lm=1,/real-oviedo/startseite/verein/,,right,500,k,leo-roman
player,/dominik-greif/profil/spieler/316884,Dominik,Greif,#13,"Apr 6, 1997",Slovakia,Bratislava  ,26,"1,97 m",Slovakia,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/316884-1581331466.png?lm=1,/rcd-mallorca/startseite/verein/,,right,1.50,m,dominik-greif
player,/andres-martin/profil/spieler/531277,Andrés,Martín,#11,"Jul 11, 1999",Spain,Aguadulce  ,24,"1,78 m",Spain,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/531277-1620115926.jpg?lm=1,/racing-santander/startseite/verein/,,left,1.00,m,andres-martin
player,/radamel-falcao/profil/spieler/39152,Radamel,Falcao,#9,"Feb 10, 1986",Colombia,Santa Marta  ,37,"1,77 m",Colombia,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/39152-1622801006.jpg?lm=1,/rayo-vallecano/startseite/verein/,,right,1.50,m,radamel-falcao
player,/raul-de-tomas/profil/spieler/162038,Raúl,de Tomás,#22,"Oct 17, 1994",Spain,Madrid  ,29,"1,80 m",Spain,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/162038-1653044438.jpg?lm=1,/rayo-vallecano/startseite/verein/,,right,6.00,m,raul-de-tomas
player,/sergio-camello/profil/spieler/505674,Sergio,Camello,#34,"Feb 10, 2001",Spain,Madrid  ,22,"1,82 m",Spain,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/505674-1617806102.jpg?lm=1,/rayo-vallecano/startseite/verein/,,right,5.00,m,sergio-camello
player,/pablo-munoz/profil/spieler/1045767,Pablo,Muñoz,#16,"Sep 4, 2003",Spain,San Sebastián de los Reyes  ,20,,Spain,Attack - Second Striker,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,/deportivo-de-la-coruna/startseite/verein/,,,50,k,pablo-munoz
player,/salvi-sanchez/profil/spieler/246204,Salvi,Sánchez,#19,"Mar 30, 1991",Spain,Sanlúcar de Barrameda  ,32,"1,70 m",Spain,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/246204-1601023429.jpg?lm=1,/rcd-espanyol-barcelona/startseite/verein/,,right,1.50,m,salvi-sanchez
player,/isi-palazon/profil/spieler/362086,Isi,Palazón,#7,"Dec 27, 1994",Spain,Cieza  ,28,"1,69 m",Spain,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/362086-1603095588.jpg?lm=1,/rayo-vallecano/startseite/verein/,,left,12.00,m,isi-palazon
player,/bebe/profil/spieler/153427,,Bebé,#10,"Jul 12, 1990",Portugal,Lisboa  ,33,"1,90 m",Cape Verde,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/153427-1447238040.jpg?lm=1,/rayo-vallecano/startseite/verein/,Cape Verde,right,800,k,bebe
player,/alvaro-garcia/profil/spieler/257062,Álvaro,García,#18,"Oct 27, 1992",Spain,Utrera  ,31,"1,67 m",Spain,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/257062-1481727100.jpg?lm=1,/rayo-vallecano/startseite/verein/,,both,6.00,m,alvaro-garcia
player,/jose-pozo/profil/spieler/195605,José,Pozo,#6,"Mar 15, 1996",Spain,Málaga  ,27,"1,71 m",Spain,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/195605-1423849672.jpg?lm=1,/rayo-vallecano/startseite/verein/,,left,1.00,m,jose-pozo
player,/oscar-trejo/profil/spieler/30321,Óscar,Trejo,#8,"Apr 26, 1988",Argentina,Santiago del Estero  ,35,"1,80 m",Argentina,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/30321-1653039805.jpg?lm=1,/rayo-vallecano/startseite/verein/,,right,2.50,m,oscar-trejo
